,sequence,drug,unobstructed,h_bond_bridging,orthogonal_planes
3291,CC12CCC(C(Br)C1=O)C2(C)C,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3292,CC1=C(C2=CC(Br)=C(O)C(Br)=C2)OC2=CC=C(O)C=C2C1=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
3293,O=C(O)CCSCCC(=O)O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3294,NC1=C(Cl)C(F)=NC(F)=C1Cl,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3295,NC1=NC(F)=C(F)C=C1F,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3296,NC1=NC(F)=C(F)C(Cl)=C1F,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3297,NC1=CC=C2C(F)=CC(F)=CC2=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3298,NC1=C(F)C(F)=C2C=CC(Cl)=NC2=C1F,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3299,NC1=NC(F)=C(F)C(NCC2=C3C=CC=CC3=CC3=CC=CC=C23)=C1F,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
3300,C1=CC=C(OC2=CC=CC=C2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3301,COC1=C(OC)C=C2SC3=C(SC2=C1)C(OC)=C1SC2=C(C=C(OC)C(OC)=C2)SC1=C3OC,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3302,CNC1=C2C(=O)C=CC3=CC=CC(=C32)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3303,OOC1COCCO1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3304,CSC1=C(SC)C=C2SC3=C(C=C(SC)C(SC)=C3)SC2=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3305,CN(C)C(N)=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3306,CC1(O)CCC2CC1CCC2(C)O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3307,CC1=CCP(=O)(C(C)C)C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3308,C(=CC1=CN=C(C=CC2=CC=CC=C2)C=N1)C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3309,CCOC(=O)C=CC1=CC=C(C=CC2=CN=CC=N2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3310,O=C(CN1CCCCC1=O)C1=CC=C(Br)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3311,CN1C=CC(=S)NC1=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3312,CN(C(=O)C1=CC=CC=C1)C1=CC=CC=C1N(C)C(=O)C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3313,O=C(O)C1=CC=[NH+]C(C(=O)[O-])=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3314,CC(CC1CC1C1=CC=C2C=CC=CC2=C1)OC(=O)C1=CC=C(Br)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3315,CC1(C)C2CC3=C(SC4=C(S3)SC(=C3SC5=C(SCCS5)S3)S4)C1C2,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,1
3316,CC1CC(C)SC2=C(SC(=C3SC4=C(S3)SC3=C(CC5CC3C5(C)C)S4)S2)S1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3317,C1=CC=C(C2=NNC=N2)N=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3318,CCCCCCOC1=CC=C(C=CC2=C(F)C(F)=C(I)C(F)=C2F)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3319,CCCCCCOC1=CC=C(C=CC2=CC=NC=C2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3320,CCCCCCOC1=C(F)C(F)=C(I)C(F)=C1F,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3321,CC1=C(Br)C(=O)N=C(N)N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3322,CC1=C(Br)C(=O)NC(N)=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3323,NC(=O)CC([NH3+])C(=O)[O-],CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3324,CC1=CC=C(S(=O)(=O)N2C=C(C(=O)C3=CC=CC=C3)C3(O)C4=CC=CC=C4C(=O)N23)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
3325,N#CC1=CC=C2C=CC=CC2=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3326,CC(=O)C=CC1=C(C)CCCC1(C)C,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3327,CC(=O)C=CC1C(C)=CCCC1(C)C,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3328,CC1=CC(C)=NC(NCC2=CC=CC(CNC3=NC(C)=CC(C)=N3)=C2)=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
3329,O=C1SC2=C(SC(C3=CC=NC=C3)=C(C3=CC=NC=C3)S2)S1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3330,[O-][N+]1=CC=C(C2=CC=NC=C2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3331,O=C1NC2=C(C=C([N+](=O)[O-])C=C2[N+](=O)[O-])C2=CC=C([N+](=O)[O-])C=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3332,O=C1C=CC=CC=CC1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3333,NC=C(N)O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3334,CCNC(=S)NN1C(=S)N(N)C23C(=O)C4=CC=CC=C4C12OC(N)=C3C#N,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
3335,C1=CC=C(C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3336,C(#CC1=CC(C#CC2=CC=CC=N2)=C(C#CC2=CC=CC=N2)C=C1C#CC1=CC=CC=N1)C1=CC=CC=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3337,CC(C)(C)C1=CC=C(C2=NNC(C3=CC=C4C=CC=CC4=C3)=C2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
3338,CC(C)(C)C1=CC=C(C2=CC(C3=CC=C4C=CC=CC4=C3)=NN2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
3339,CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C32OO4,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3340,CC1(C)COC(=O)C2=CN3C(=CN21)C(=O)OCC3(C)C,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3341,CNC(=O)N(C)C,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3342,O=S(=O)(NS(=O)(=O)C1=CC=C(F)C=C1)C1=CC=C(F)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3343,ClC1=CC=C2C=CC3=CC=CN=C3C2=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3344,CC1=CC2(C)C3=CC(C)=CC(C)=C3OC2C2(NC(C)C3=CC=C(Br)C=C3)C3=CC(C)=CC(C)=C3OC12O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
3345,CC1=CC2(C)C3=CC(C)=CC(C)=C3OC2C(NC(C)C2=CC=C(Br)C=C2)(C2=CC(C)=CC(C)=C2O)C1=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3346,CCC1=COC2=C(C)C=C3C(CC)=COC4=C(C)C=C1C2=C34,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3347,SC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3348,O=[N+]([O-])C=CC1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3349,O=C1CN(C(C2=CC=CC=C2)C2=CC=CC=C2)C12C(C1=CC=CC=C1)C(C1=CC=CC=C1)C2[N+](=O)[O-],CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3350,ClC1CCCCC1Cl,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3351,O=C(CCCCC1CCSS1)OC1=C(F)C(F)=C(I)C(F)=C1F,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3352,C1=CC=C(C2=CC=NC3=C2C=CC2=C(C4=CC=CC=C4)C=CN=C23)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3353,ClC1=CC=NC2=C1C=CC1=C(Cl)C=CN=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3354,O=C(C=C(O)C1=CC=CN=C1)C1=CC=CN=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3355,O=C(C=C(O)C1=CC=CC=N1)C1=CC=CC=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3356,O=C(C=C(O)C1=CC=NC=C1)C1=CC=NC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3357,C=C1CCCC2(C)CCC(C(C)C)C(NC(=O)C3CC(O)CC(C(=O)NC4C(C(C)C)CCC5(C)CCCC(=C)C45)N3CC(=O)OC)C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3358,COC1=CC=CC(C)=C1C1=[N+]([O-])C(C2=CC=CC=C2)=CC2=C1CCCC2,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3359,C1=CC=C2OC3=CC=CC=C3OC2=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3360,C1=CC=C2N=C3C=CC=CC3=NC2=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3361,C[S+](C)C1=C([O-])C(=O)C([S+](C)C)=C([O-])C1=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3362,CC(O)CC1=NSC(NC2=CC=CC(Cl)=C2)=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
3363,O=C1C2=CC=C([N+](=O)[O-])C=C2C(=O)C2=CC([N+](=O)[O-])=CC=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3364,COC1=C(Br)C=C(Br)C=C1OC1=C(O)C=C(Br)C=C1Br,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3365,OC1=CC(Br)=C(Br)C(Br)=C1OC1=CC=C(Br)C=C1Br,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
3366,O=C1C2=CC=CC=C2N=C2CCCCCN21,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3367,O=C(O)CC12CC3CC(C1)CC(CC(=O)O)(C3)C2,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
3368,CN(C)C1=CC=C(N=NC2=CC=C(O)C=C2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3369,CC1=CC=C(C#CC#CC2(C)CC3(C)CC(C)(C2)C(=O)NC3=O)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3370,COC1=CC=C(C#CC#CC2(C)CC3(C)CC(C)(C2)C(=O)NC3=O)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3371,OCCN1C2=CC=CC=C2C2=CC=CC=C21,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3372,O=C(NNC1=CC=CC=C1)NNC1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3373,NC(=O)NNC1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3374,COC(=O)C1=CC([N+](=O)[O-])=CC([N+](=O)[O-])=C1O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3375,COC1=CC=C(N=NC2=CN=C(C)N2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3376,COC1=CC=C(N=NC2=CNC(C)=N2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3377,C1=CC=C2C(C3=CN=CN=C3)=C3C=CC=CC3=C(C3=CN=CN=C3)C2=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3378,O=C1C2=CC=CC=C2C(=O)C2=CC=CC=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3379,O=CC1=CC=C(OCCC(=O)O)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3380,O=CC1=CC=C(OCC(=O)O)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3381,C1=CN(C2=CC=C(C3=CN=CN=C3)C=C2)C=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3382,O=C(O)COC1=CC=CC2=CC=CC=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3383,C1=CC(C2=CC(C3=CC=NC=C3)=C(C3=CC=NC=C3)C=C2C2=CC=NC=C2)=CC=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3384,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3385,CC1(C)CC(C)(C)[N+]([O-])=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3386,CC(C#N)S(=O)(=O)C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3387,O=C1N(C2=CC=CC=C2)C(=O)N(C2=CC=CC=C2)C(=O)N1C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3388,CCN1C(C2=CC=CC=C2)=C(N=NC2=C(C3=CC=CC=C3)N(CC)C3=CC=CC=C23)C2=CC=CC=C21,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3389,C1=CC=C(C2=C(N=NC3=C(C4=CC=CC=C4)N(C4=CC=CC=C4)C4=CC=CC=C34)C3=CC=CC=C3N2C2=CC=CC=C2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3390,N#CC1=C(O)C(C#N)=C(C#N)C(O)=C1C#N,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,1
3391,OC1(C#CI)CCC(O)(C#CI)CC1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3392,OC(C1=CC=C(C(O)(C(F)(F)F)C(F)(F)F)C=C1)(C(F)(F)F)C(F)(F)F,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3393,OC(C1=CC=CC(C(O)(C(F)(F)F)C(F)(F)F)=C1)(C(F)(F)F)C(F)(F)F,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3394,C#CC1(O)CCC(O)(C#C)CC1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3395,NS(=O)(=O)CC1=NOC2=CC=CC=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3396,C1=CC2=C(C=CC3=C2C2=C4C=CSC4=CC=C2S3)S1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3397,CCSC(C)CC(C[NH3+])CC(=O)[O-],CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3398,CC(=NNC(=O)CC1=CNC2=CC=CC=C12)C1=CC=C(O)C=C1O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
3399,NNC(=O)CC1=CNC2=CC=CC=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3400,COC1=CC=C(C=NCCN=CC2=CC=C(OC)C=C2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3401,NC1=CC=C(S(=O)(=O)NC2=NC=CC=N2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3402,CC(C(=O)O)(C1=CC=CC=C1)C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3403,CC1=CC=C(C=CC2=CC=NC=C2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3404,CC1=NC(F)=C2CCCCC2=[N+]1[O-],CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3405,OC1=C(O)C(O)=C(O)C(O)=C1O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3406,O=C1C(O)=C(O)C(=O)C(O)=C1O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3407,CC(=O)C(C)=NO,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3408,CC(=NO)C1(C)NCC(C)(C)CN1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
3409,CC1=CC2=C(C=C1C)N(CC1=C(C)C(CN3C=NC4=CC(C)=C(C)C=C43)=C(C)C(CN3C=NC4=CC(C)=C(C)C=C43)=C1C)C=N2,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3410,CC1=C(CN2C=CC=N2)C(C)=C(CN2C=CC=N2)C(C)=C1CN1C=CC=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3411,CC1=C(CN2C=CN=C2)C(C)=C(CN2C=CN=C2)C(C)=C1CN1C=CN=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3412,N=C1C(=C(N)C(F)(F)F)C2=C(F)C(F)=C(F)C(F)=C2C1(F)F,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3413,O=C1C2=CC=CC=C2N=C2CCCCN21,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3414,C1=CC=C(C2=NC=CN=C2C2=CC=CC=N2)N=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3415,CC1=CC(C)=CC(C=CC2=CC=C(C=CC3=CC(C)=CC(C)=C3)C=C2)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3416,C1=CC2=C(C=CC3=C2C2=C4C=CSC4=CC=C2S3)S1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3417,O=C1N(C2=CC=CC(Cl)=C2)C(=O)N(C2=CC=CC(Cl)=C2)C(=O)N1C1=CC(Cl)=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3418,CC1=[S]C(=C2[S]=C(C)C(C)=[S]2)[S]=C1C,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3419,C1=CC=C2C(=C1)C=C1C=CC3=CC=CC4=CC=C2C1=C34,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3420,COC1=CC=C(OC)C(C=CC2=CC(OC)=CC=C2OC)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3421,O=CC1=CSC2=CC=CC=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3422,CC1=CC(Br)=CC=C1N,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3423,NC1=CC=C(Br)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3424,C[N+](C)=C(N)N=C(C1=CC=CC=C1S(=O)(=O)[O-])N1C(=O)C2=CC=CC=C2S1(=O)=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
3425,CN(C)C#N,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
3426,CC(O)CCO,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3427,CC(C)(C)S(=O)(=O)C1=CC=CC=C1[I+][O-],CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3428,CC1=C(C(=O)NC2=CC=C(C(F)(F)F)C=C2)C=NO1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3429,O=C(CCC1=CC=C(O)C=C1)C1=C(O)C=C(O)C=C1O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
3430,C1=NC=CC(C2=NNC=C2)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3431,COC1=CN=CC(C#CC2=CC=CN=C2)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3432,COC1=CN=CC(C2=CC=CN=C2)=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3433,C1=CC=C2C(=C1)C=CC1=NC=CC=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3434,C1=CC=C2C(=C1)SC1=C2C2=C(C=C1)SC1=CC=C3SC4=CC=C5SC6=CC=CC=C6C5=C4C3=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3435,CCCCCC[N+]1=C(C=C(C#N)C2=CC=C([C-](C#N)C#N)C=C2)C(C)(C)C2=CC=CC=C21,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3436,CC(=NN=C(C)C1=CC=CN=C1)C1=CC=CN=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3437,O=CC1=CC=CC=C1OCC(=O)O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3438,ON(C1=NCCN1)C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3439,CCCCCCCCCCCCOC1=CC=C(C=CC2=CC=NC=C2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3440,CN1C(=O)C2=C(NC=N2)N(C)C1=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3441,CCCCCCCCOC1=CC=C(N=NC2=CC=NC=C2)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3442,O=[N+]([O-])C1=C(O)C=C(O)C=C1O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3443,CCC=CCNC1=NC(N)=NC(OC)=C1N=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3444,CC1=CC(NC2=CC=NC=C2S(=O)(=O)NC(=O)NC(C)C)=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
3445,CC1=CC(NC2=CC=[NH+]C=C2S(=O)(=O)[N-]C(=O)NC(C)C)=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
3446,CN(C(=O)C1=CC=C(F)C=C1)C1=CC=CC=C1N(C)C(=O)C1=CC=C(F)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3447,CCC(=O)OC,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3448,C=CC(=O)OC,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3449,CC1(C)CC(=O)NC(=O)C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3450,O=C(O)C=CC1=CC=C([N+](=O)[O-])C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3451,CC(=O)CCCCC(C)=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3452,O=C1SC(=O)C2=CC3=C(C=C12)C(=O)SC3=O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3453,CC1=C(SC2=CC=CC=C2Br)C(=O)CCC1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3454,COC1=CC(C=NC2=CC=C(N=CC3=CC=C(O)C(OC)=C3)C=C2)=CC=C1O,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
3455,O=C(OCC#CC#CC#CCOC(=O)C1=C(F)C(F)=C(F)C(F)=C1F)C1=C(F)C(F)=C(F)C(F)=C1F,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3456,O=C(OCC#CC#CC#CCOC(=O)C1=CC=CC=C1)C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3457,CCCCCCCCCCCCC1=NC(N)=NC(N)=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3458,CCCCCCCCCCCCCC1=CC(=O)NC(=O)N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3459,NC1=NC(N)=NC(CO)=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3460,O=C1C=C(CO)NC(=O)N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3461,CC(C)OC(=O)NNC(=O)OC(C)C,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3462,CC1(C)C2CCC1(C)C(O)(C#CC1=CC=C(C#CC3(O)CC4CCC3(C)C4(C)C)C=C1)C2,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3463,CN(S(C)(=O)=O)S(=O)(=O)C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3464,CCOC1=C(OCC)C=C2SC3=C(C=C(OCC)C(OCC)=C3)SC2=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3465,CC1=CC(=O)N(C)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3466,CC1=CC2C3C(=O)N(C)C(C=C3C)C1C(=O)N2C,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3467,O=C(O)CC1=CC=C(O)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3468,C=C(C)C(=C)C,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,1
3469,CC12CCC(C1)C(C)(C)C2(O)C1=CC=CC(C2(O)C3(C)CCC(C3)C2(C)C)=N1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3470,CCCCCOC1=CC=C(C(=O)O)C=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3471,C1=CC=C2C=C3C(=CC2=C1)C1CC3C2=CC3=CC=CC=C3C=C21,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,0,0
3472,OC1=C2C(=C(O)C3=C1C1CC3C3=CC4=CC=CC=C4C=C31)C1CC2C2=CC3=CC=CC=C3C=C21,CN1C2=C(C(=O)N(C1=O)C)NC=N2,0,1,0
3473,N#CC(=CC(C#N)=C(O)C1=CC=CC=C1)C(=O)C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3474,OP1(=S)OCCCC2=CC=CC=C21,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,0,0
3475,CC(N)C1=CC=CC2=CC=CC=C12,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3476,CC(C)CC(C)N,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
3477,NC(CO)C1=CC=CC=C1,CN1C2=C(C(=O)N(C1=O)C)NC=N2,1,1,0
